,Label,Area,X,Y,Major,Minor,Angle,Circ.,AR,Round,Solidity
62,2018-03-20-02,125555,5699.69,7900.37,404.68,395.04,38.14,0.88,1.02,0.98,0.99
63,2018-03-20-02,124718,3821.31,7902.01,401.37,395.63,16.74,0.89,1.01,0.99,0.99
64,2018-03-20-02,110004,4749.98,7891.65,377.43,371.09,36.27,0.72,1.02,0.98,0.97
65,2018-03-20-02,89613,2874.52,7928.01,347.52,328.32,20.37,0.69,1.06,0.94,0.96
66,2018-03-20-02,127029,545.22,8707.93,404.59,399.76,127.09,0.88,1.01,0.99,0.99
67,2018-03-20-02,126545,2410.74,8708.13,404.85,397.98,139.72,0.89,1.02,0.98,0.99
68,2018-03-20-02,120018,1476.04,8712.87,409.89,372.81,135.49,0.74,1.1,0.91,0.97
69,2018-03-20-02,125328,4289,8714.8,402.75,396.2,25.44,0.89,1.02,0.98,0.99
70,2018-03-20-02,125672,6172.62,8715.44,405.11,394.98,54.96,0.87,1.03,0.98,0.99
71,2018-03-20-02,114696,5234.19,8712.63,390.65,373.82,13.8,0.75,1.05,0.96,0.95
72,2018-03-20-02,101816,3344.35,8704.99,366.27,353.94,5.71,0.73,1.03,0.97,0.97
1,2018-03-20-03,127617,3343.61,588.67,405.1,401.11,40.87,0.9,1.01,0.99,0.99
2,2018-03-20-03,117472,554.28,597.17,408.98,365.72,57.57,0.81,1.12,0.89,0.97
3,2018-03-20-03,126386,1476.11,587.78,401.74,400.55,85.12,0.88,1,1,0.99
4,2018-03-20-03,124409,5223.21,586.71,402.7,393.36,164.45,0.86,1.02,0.98,0.98
5,2018-03-20-03,95896,6147.97,600.15,369.45,330.49,84.56,0.65,1.12,0.89,0.92
6,2018-03-20-03,82672,2407.73,578.91,348.47,302.07,139.87,0.71,1.15,0.87,0.95
7,2018-03-20-03,89571,4265.86,586.06,341.52,333.94,1.24,0.75,1.02,0.98,0.97
8,2018-03-20-03,126082,2875.74,1399.4,400.93,400.4,172.03,0.89,1,1,0.99
9,2018-03-20-03,126761,3811.23,1401.88,402.71,400.78,49.62,0.88,1,1,0.99
10,2018-03-20-03,123188,1942.33,1401.65,397.62,394.47,173.41,0.87,1.01,0.99,0.99
11,2018-03-20-03,125668,5692.66,1402.99,400.69,399.33,21.58,0.87,1,1,0.99
12,2018-03-20-03,82552,1057.14,1426.25,360.74,291.37,56.11,0.57,1.24,0.81,0.91
13,2018-03-20-03,104218,4767.21,1427.22,373.43,355.34,16.31,0.74,1.05,0.95,0.97
14,2018-03-20-03,122422,552.02,2211.65,401.59,388.14,92.84,0.84,1.03,0.97,0.99
15,2018-03-20-03,126120,2412.19,2210.95,403.08,398.39,169.97,0.89,1.01,0.99,0.99
16,2018-03-20-03,128414,6172.95,2214.55,404.59,404.12,14.02,0.9,1,1,0.99
17,2018-03-20-03,106144,1487.47,2219.32,375.4,360,25.12,0.61,1.04,0.96,0.93
18,2018-03-20-03,123079,4283.29,2211.4,398.71,393.04,63.18,0.87,1.01,0.99,0.99
19,2018-03-20-03,94207,5245.97,2237.63,372.69,321.85,10.97,0.52,1.16,0.86,0.9
20,2018-03-20-03,75783,3369.56,2210.64,332.77,289.96,179.09,0.68,1.15,0.87,0.95
21,2018-03-20-03,122041,1011.89,3023.76,405.56,383.14,94.89,0.85,1.06,0.94,0.99
22,2018-03-20-03,122963,2880.2,3024.75,396.98,394.38,167.55,0.88,1.01,0.99,0.99
23,2018-03-20-03,125335,4760.4,3025.98,404.74,394.28,170.01,0.89,1.03,0.97,0.99
24,2018-03-20-03,106041,1941.41,3015.91,383.85,351.74,163.1,0.73,1.09,0.92,0.95
25,2018-03-20-03,117003,5701.15,3029.14,389.16,382.81,109.91,0.85,1.02,0.98,0.99
26,2018-03-20-03,98477,3818.69,3028.47,366.2,342.39,31.57,0.74,1.07,0.93,0.96
27,2018-03-20-03,120957,1483.09,3836,401.71,383.38,99.29,0.85,1.05,0.95,0.99
28,2018-03-20-03,95027,564.66,3826.69,380.9,317.65,81.43,0.57,1.2,0.83,0.93
29,2018-03-20-03,125264,3345.27,3837.15,403.34,395.42,166.39,0.87,1.02,0.98,0.99
30,2018-03-20-03,81826,2446.13,3810.35,324.94,320.62,119.86,0.78,1.01,0.99,0.97
31,2018-03-20-03,122312,5227.08,3839.78,398.05,391.24,61.72,0.86,1.02,0.98,0.99
32,2018-03-20-03,107244,6156.34,3846.51,385.91,353.83,108.68,0.73,1.09,0.92,0.97
33,2018-03-20-03,95994,4306.61,3843.43,362.51,337.16,92,0.78,1.08,0.93,0.96
34,2018-03-20-03,124233,1947.65,4647.75,400.44,395.01,119.44,0.86,1.01,0.99,0.99
35,2018-03-20-03,109063,1025.52,4652.17,391.77,354.45,86.49,0.78,1.11,0.9,0.97
36,2018-03-20-03,123858,3816.06,4649.47,397.77,396.46,150.79,0.87,1,1,0.99
37,2018-03-20-03,118583,2881.76,4645.56,396.99,380.33,19.3,0.71,1.04,0.96,0.97
38,2018-03-20-03,122839,5697.95,4652.03,401.81,389.25,46.09,0.82,1.03,0.97,0.99
39,2018-03-20-03,75487,4753.87,4663.99,344.6,278.91,173.91,0.77,1.24,0.81,0.97
40,2018-03-20-03,124885,547.51,5462.45,400.83,396.7,138.89,0.86,1.01,0.99,0.99
41,2018-03-20-03,101996,1487.91,5462.27,369.31,351.64,101.8,0.58,1.05,0.95,0.92
42,2018-03-20-03,126676,2414.84,5462.23,404.79,398.45,167.83,0.89,1.02,0.98,0.99
43,2018-03-20-03,126807,4293.47,5465.11,405.08,398.58,132.65,0.89,1.02,0.98,0.99
44,2018-03-20-03,124384,6166.58,5466.21,402.89,393.09,58.77,0.87,1.02,0.98,0.99
45,2018-03-20-03,97143,5235.15,5467.02,362.47,341.23,130.14,0.58,1.06,0.94,0.93
46,2018-03-20-03,90203,3338.66,5489.1,347.82,330.2,166.96,0.71,1.05,0.95,0.95
47,2018-03-20-03,121822,1012.56,6275.07,402.66,385.21,108.32,0.87,1.05,0.96,0.99
48,2018-03-20-03,125417,2880.52,6273.47,402.39,396.84,157.89,0.9,1.01,0.99,0.99
49,2018-03-20-03,100182,1951.62,6264.86,372.33,342.58,82.77,0.61,1.09,0.92,0.94
50,2018-03-20-03,128600,3817.37,6278.66,404.68,404.61,10.81,0.9,1,1,1
51,2018-03-20-03,125333,4760.16,6275.75,403.24,395.74,3.13,0.88,1.02,0.98,0.99
52,2018-03-20-03,104319,5677.71,6270.56,380.3,349.25,71.29,0.76,1.09,0.92,0.97
53,2018-03-20-03,109239,545.91,7085.11,395.37,351.79,95.2,0.73,1.12,0.89,0.96
54,2018-03-20-03,107969,1488.19,7074.58,387.33,354.92,106.46,0.73,1.09,0.92,0.96
55,2018-03-20-03,127045,3349.88,7086.97,404.76,399.64,160.24,0.89,1.01,0.99,0.99
56,2018-03-20-03,124629,5228.3,7090.12,402.83,393.92,34.37,0.87,1.02,0.98,0.99
57,2018-03-20-03,100351,4285.06,7083.89,365.94,349.16,60.2,0.67,1.05,0.95,0.95
58,2018-03-20-03,114311,6163.49,7085.18,398,365.69,43.98,0.68,1.09,0.92,0.94
59,2018-03-20-03,89795,2411.99,7069.16,357.27,320.01,38.04,0.74,1.12,0.9,0.97
60,2018-03-20-03,110813,1019.25,7895.99,400.78,352.05,126.19,0.64,1.14,0.88,0.94
61,2018-03-20-03,124387,1945.34,7899.13,400.23,395.71,159.41,0.88,1.01,0.99,0.99
62,2018-03-20-03,123151,5697.87,7898.24,404.2,387.93,39.4,0.85,1.04,0.96,0.99
63,2018-03-20-03,122298,3822.95,7901.79,396.24,392.98,31.24,0.86,1.01,0.99,0.99
64,2018-03-20-03,101548,4745.55,7889.67,371.42,348.11,16.89,0.81,1.07,0.94,0.98
65,2018-03-20-03,80626,2880.38,7928.74,334.67,306.74,34.62,0.72,1.09,0.92,0.96
66,2018-03-20-03,124772,545.87,8709.13,404.27,392.97,134.17,0.86,1.03,0.97,0.99
67,2018-03-20-03,116148,1477.28,8711.78,408.06,362.41,136.18,0.69,1.13,0.89,0.96
68,2018-03-20-03,122768,4289.18,8713.38,399.27,391.5,15.65,0.87,1.02,0.98,0.99
69,2018-03-20-03,123729,6170.86,8715.08,404.45,389.51,55.97,0.86,1.04,0.96,0.99
70,2018-03-20-03,117242,2410.92,8712.73,391.02,381.76,153.77,0.82,1.02,0.98,0.98
71,2018-03-20-03,103892,5231.72,8705.21,382.47,345.86,23.51,0.7,1.11,0.9,0.96
72,2018-03-20-03,93145,3347.04,8704.56,346.53,342.24,8.93,0.73,1.01,0.99,0.96
1,2018-03-21-01,116265,1485.58,592.05,405.82,364.77,69.43,0.79,1.11,0.9,0.98
2,2018-03-21-01,126804,3343.9,589.24,404.69,398.95,45.12,0.89,1.01,0.99,0.99
3,2018-03-21-01,122235,5222.81,586.72,401.3,387.83,170.31,0.83,1.03,0.97,0.98
4,2018-03-21-01,110684,558.62,601.92,402.42,350.2,57.49,0.78,1.15,0.87,0.97
5,2018-03-21-01,75208,2406.88,577.45,331.73,288.66,140.89,0.7,1.15,0.87,0.94
6,2018-03-21-01,79754,4266.21,585.52,322.77,314.61,102.62,0.74,1.03,0.97,0.96
7,2018-03-21-01,81120,6154.12,600.01,340.29,303.52,70.81,0.58,1.12,0.89,0.93
8,2018-03-21-01,120979,2875.13,1398.74,396.94,388.06,47.85,0.86,1.02,0.98,0.99
9,2018-03-21-01,122552,3811.71,1400.27,398.39,391.67,160.88,0.86,1.02,0.98,0.99
10,2018-03-21-01,121937,5689.13,1404.34,396.7,391.36,117.61,0.83,1.01,0.99,0.99
11,2018-03-21-01,119878,1942.95,1404.26,393.89,387.51,12.31,0.85,1.02,0.98,0.99
12,2018-03-21-01,81749,4756.61,1420.08,330.88,314.57,165.38,0.63,1.05,0.95,0.94
13,2018-03-21-01,66203,1069.87,1433.26,339.33,248.41,51.45,0.5,1.37,0.73,0.92
14,2018-03-21-01,117688,556.06,2214.31,395.9,378.49,84.28,0.82,1.05,0.96,0.99
15,2018-03-21-01,123593,2412.78,2211.93,399.47,393.93,22.14,0.85,1.01,0.99,0.99
16,2018-03-21-01,127980,6173.18,2215,404.68,402.66,25.75,0.9,1.01,1,0.99
17,2018-03-21-01,121324,4281.92,2211.47,397.33,388.78,70.92,0.87,1.02,0.98,0.99
18,2018-03-21-01,88082,1491.27,2220.3,339.09,330.73,89.88,0.67,1.03,0.98,0.95
19,2018-03-21-01,68318,3370.85,2209.97,314.65,276.45,179.33,0.7,1.14,0.88,0.95
20,2018-03-21-01,65964,5251.71,2233.58,304.29,276.01,80.67,0.65,1.1,0.91,0.93
21,2018-03-21-01,117833,1016.3,3023.95,401.44,373.73,96.17,0.84,1.07,0.93,0.99
22,2018-03-21-01,119701,2881.78,3025.53,391.39,389.4,14.47,0.85,1.01,0.99,0.99
23,2018-03-21-01,124500,4760.09,3025.98,404.38,392.01,171.52,0.88,1.03,0.97,0.99
24,2018-03-21-01,110092,5699.56,3029.66,375.12,373.67,116.61,0.8,1,1,0.98
25,2018-03-21-01,85256,1927.67,3014.98,342.02,317.39,139.05,0.69,1.08,0.93,0.95
26,2018-03-21-01,87141,3821.09,3025.76,348.71,318.18,29.51,0.72,1.1,0.91,0.95
27,2018-03-21-01,117209,1484.84,3836.07,397.18,375.74,95.24,0.84,1.06,0.95,0.99
28,2018-03-21-01,123346,3345.45,3837.69,400.03,392.59,164.68,0.86,1.02,0.98,0.99
29,2018-03-21-01,83173,564.92,3818.75,353.13,299.88,71.7,0.56,1.18,0.85,0.93
30,2018-03-21-01,119089,5223.67,3838.38,395.21,383.67,62.83,0.83,1.03,0.97,0.98
31,2018-03-21-01,73978,2446.26,3807.58,314.46,299.54,36.51,0.75,1.05,0.95,0.96
32,2018-03-21-01,85574,4306.86,3842.11,338.54,321.84,78.98,0.74,1.05,0.95,0.96
33,2018-03-21-01,86210,6159.81,3854.86,346.66,316.64,104.5,0.62,1.09,0.91,0.94
34,2018-03-21-01,119885,1951.41,4646,396.21,385.26,120.17,0.84,1.03,0.97,0.99
35,2018-03-21-01,122001,3815.91,4649.44,394.81,393.45,143.93,0.88,1,1,0.99
36,2018-03-21-01,109479,2882.77,4645.16,389.57,357.82,18.51,0.57,1.09,0.92,0.94
37,2018-03-21-01,117263,5691.3,4651.33,395.84,377.19,65.81,0.81,1.05,0.95,0.98
38,2018-03-21-01,98058,1025.03,4653.62,368.98,338.37,69.6,0.64,1.09,0.92,0.95
39,2018-03-21-01,67194,4753.52,4664.01,323.86,264.17,175.28,0.76,1.23,0.82,0.97
40,2018-03-21-01,120948,550.77,5463.81,395.42,389.45,103.08,0.84,1.02,0.98,0.99
41,2018-03-21-01,125469,2415.2,5461.99,402.94,396.47,162.31,0.87,1.02,0.98,0.99
42,2018-03-21-01,124635,4292.92,5463.66,400.73,396,157.29,0.87,1.01,0.99,0.99
43,2018-03-21-01,120838,6162.99,5466.33,400.49,384.17,69.16,0.84,1.04,0.96,0.99
44,2018-03-21-01,82123,5240.95,5470.79,330.24,316.63,131.77,0.72,1.04,0.96,0.96
45,2018-03-21-01,78468,1478.68,5472.37,323.43,308.91,100.24,0.7,1.05,0.96,0.96
46,2018-03-21-01,81438,3341.22,5488.6,329.11,315.06,162.29,0.72,1.04,0.96,0.95
47,2018-03-21-01,124224,2881.54,6272.73,401.33,394.11,146.43,0.87,1.02,0.98,0.99
48,2018-03-21-01,118156,1015.85,6273.49,400.46,375.67,116.55,0.85,1.07,0.94,0.99
49,2018-03-21-01,128538,3817.37,6278.66,404.62,404.48,6.55,0.9,1,1,0.99
50,2018-03-21-01,121374,4758.88,6271.3,400.54,385.82,3.56,0.83,1.04,0.96,0.98
51,2018-03-21-01,94416,5671.43,6270.7,352.94,340.61,65.81,0.75,1.04,0.97,0.97
52,2018-03-21-01,82384,1952.88,6262.19,329.7,318.15,89.54,0.67,1.04,0.96,0.94
53,2018-03-21-01,89560,1487.36,7056.34,343.54,331.93,151.87,0.77,1.03,0.97,0.98
54,2018-03-21-01,98960,544.76,7081.63,377.58,333.7,97.18,0.7,1.13,0.88,0.96
55,2018-03-21-01,126273,3349.66,7086.99,404.21,397.76,159.96,0.88,1.02,0.98,0.99
56,2018-03-21-01,121085,5225.93,7088.29,400.15,385.28,42.46,0.83,1.04,0.96,0.98
57,2018-03-21-01,100063,6148.49,7079.55,379.39,335.81,60.86,0.7,1.13,0.89,0.96
58,2018-03-21-01,87383,4286.13,7084.52,336.86,330.28,81.95,0.67,1.02,0.98,0.94
59,2018-03-21-01,81121,2413.99,7073,344.2,300.08,33.62,0.77,1.15,0.87,0.97
60,2018-03-21-01,120855,1946.13,7896.41,396.93,387.67,149.22,0.84,1.02,0.98,0.99
61,2018-03-21-01,88092,1015.3,7896.61,366.78,305.8,108.44,0.58,1.2,0.83,0.91
62,2018-03-21-01,118722,5694.85,7894.89,402.05,375.97,41.77,0.83,1.07,0.94,0.99
63,2018-03-21-01,118481,3823.66,7901.93,391.74,385.09,23.5,0.83,1.02,0.98,0.99
64,2018-03-21-01,94798,4743.94,7889.84,360.47,334.85,13.98,0.78,1.08,0.93,0.98
65,2018-03-21-01,73244,2883.75,7927.7,317.04,294.15,36.42,0.75,1.08,0.93,0.96
66,2018-03-21-01,121344,547.08,8709.68,403.66,382.75,130.23,0.85,1.05,0.95,0.99
67,2018-03-21-01,97973,1480.26,8718.54,370.99,336.25,116.9,0.53,1.1,0.91,0.92
68,2018-03-21-01,120157,6167.77,8714.49,400.84,381.67,56.63,0.82,1.05,0.95,0.99
69,2018-03-21-01,119108,4287.79,8712.16,395.58,383.36,31.47,0.85,1.03,0.97,0.99
70,2018-03-21-01,89092,5231.05,8706.72,343.91,329.84,40.22,0.63,1.04,0.96,0.95
71,2018-03-21-01,104463,2416.03,8715.56,370.38,359.11,8.71,0.74,1.03,0.97,0.97
72,2018-03-21-01,83998,3349.37,8705.55,328.42,325.65,92.57,0.73,1.01,0.99,0.96
1,2018-03-21-02,112069,1486.99,595.91,402.64,354.39,60.85,0.79,1.14,0.88,0.98
2,2018-03-21-02,126929,3343.61,589.02,404.78,399.26,46.64,0.89,1.01,0.99,0.99
3,2018-03-21-02,121876,5223.02,586.38,400.62,387.34,168.7,0.84,1.03,0.97,0.98
4,2018-03-21-02,109277,557.57,602.15,400.35,347.54,59.43,0.77,1.15,0.87,0.97
5,2018-03-21-02,73320,2405.77,576.84,326.84,285.63,137.93,0.71,1.14,0.87,0.94
6,2018-03-21-02,77864,4268.91,583.02,319.97,309.84,104.04,0.74,1.03,0.97,0.96
7,2018-03-21-02,80229,6155.31,598.44,339.04,301.3,69.64,0.62,1.13,0.89,0.94
8,2018-03-21-02,119187,2875.01,1398.38,394.5,384.68,49.31,0.84,1.03,0.98,0.99
9,2018-03-21-02,122369,3811.71,1400.14,398.57,390.91,159.78,0.87,1.02,0.98,0.99
10,2018-03-21-02,121768,5688.84,1403.93,396.45,391.07,111.63,0.83,1.01,0.99,0.98
11,2018-03-21-02,119396,1942.39,1404.6,394.06,385.77,9.07,0.84,1.02,0.98,0.99
12,2018-03-21-02,78048,4755.12,1416.14,319.59,310.94,167.09,0.71,1.03,0.97,0.95
13,2018-03-21-02,64410,1072.35,1434.94,337.44,243.03,53.12,0.6,1.39,0.72,0.93
14,2018-03-21-02,117062,556.52,2214.46,395.76,376.61,82.62,0.82,1.05,0.95,0.99
15,2018-03-21-02,123268,2413.08,2211.72,399.63,392.73,21.19,0.85,1.02,0.98,0.99
16,2018-03-21-02,128007,6173.26,2214.98,404.84,402.59,31.57,0.9,1.01,0.99,0.99
17,2018-03-21-02,121158,4281.93,2211.05,397.11,388.47,70.64,0.87,1.02,0.98,0.99
18,2018-03-21-02,83544,1487.42,2214.9,328.45,323.86,178.14,0.75,1.01,0.99,0.96
19,2018-03-21-02,67141,3369.8,2211,315.19,271.22,5.48,0.67,1.16,0.86,0.95
20,2018-03-21-02,63395,5251.6,2230.25,294.45,274.13,78.71,0.67,1.07,0.93,0.94
21,2018-03-21-02,117710,1016.25,3023.86,401.11,373.64,97.16,0.84,1.07,0.93,0.99
22,2018-03-21-02,119934,2881.21,3024.88,391.3,390.25,14.11,0.86,1,1,0.99
23,2018-03-21-02,124589,4760.2,3025.55,404.43,392.23,172.38,0.88,1.03,0.97,0.99
24,2018-03-21-02,108687,5700.21,3029.85,372.07,371.93,71.75,0.8,1,1,0.98
25,2018-03-21-02,83136,1927.28,3015.17,336.06,314.98,136.36,0.69,1.07,0.94,0.95
26,2018-03-21-02,85466,3820.96,3025.19,345.27,315.17,33.88,0.69,1.1,0.91,0.95
27,2018-03-21-02,117180,1484.12,3835.82,397.64,375.21,95.08,0.84,1.06,0.94,0.99
28,2018-03-21-02,123141,3345.3,3837.63,400.14,391.83,162.58,0.85,1.02,0.98,0.99
29,2018-03-21-02,119212,5223.97,3837.92,395.82,383.47,59.26,0.83,1.03,0.97,0.98
30,2018-03-21-02,81907,563.53,3817.38,349.83,298.11,70.24,0.55,1.17,0.85,0.92
31,2018-03-21-02,74680,2444.58,3810,314.71,302.14,55.3,0.74,1.04,0.96,0.96
32,2018-03-21-02,83861,4308.32,3841.43,332.77,320.87,84.85,0.74,1.04,0.96,0.96
33,2018-03-21-02,83782,6163.38,3851.67,347.94,306.59,97.72,0.63,1.13,0.88,0.94
34,2018-03-21-02,119350,1951.7,4645.43,395.41,384.31,119.2,0.84,1.03,0.97,0.99
35,2018-03-21-02,121658,3815.7,4648.94,393.88,393.26,131.75,0.87,1,1,0.99
36,2018-03-21-02,108415,2883.22,4645.88,388.12,355.66,19.22,0.55,1.09,0.92,0.93
37,2018-03-21-02,116747,5690.67,4651.1,395.93,375.43,68.02,0.82,1.05,0.95,0.98
38,2018-03-21-02,94001,1018.55,4652.58,366.1,326.92,71.7,0.65,1.12,0.89,0.94
39,2018-03-21-02,65234,4753.72,4664.68,321.78,258.12,174.57,0.78,1.25,0.8,0.97
40,2018-03-21-02,125312,2415.16,5461.6,402.86,396.05,163.47,0.87,1.02,0.98,0.99
41,2018-03-21-02,120711,550.77,5463.89,394.78,389.31,102.23,0.82,1.01,0.99,0.99
42,2018-03-21-02,124299,4293.58,5463.2,399.67,395.98,146.84,0.88,1.01,0.99,0.99
43,2018-03-21-02,120603,6162.96,5465.92,399.69,384.19,66.94,0.85,1.04,0.96,0.99
44,2018-03-21-02,80464,5242.4,5469.51,329.28,311.13,131.65,0.75,1.06,0.94,0.96
45,2018-03-21-02,75212,1478.22,5467.64,313.39,305.57,178.24,0.78,1.03,0.98,0.97
46,2018-03-21-02,79522,3341.08,5488.78,326.89,309.74,162.97,0.68,1.06,0.95,0.94
47,2018-03-21-02,123921,2881.55,6272.23,401.44,393.04,147.26,0.87,1.02,0.98,0.99
48,2018-03-21-02,118119,1015.61,6273.34,400.16,375.84,116.76,0.84,1.06,0.94,0.99
49,2018-03-21-02,128531,3817.38,6278.68,404.61,404.47,12.04,0.9,1,1,1
50,2018-03-21-02,120409,4758.72,6270.1,399.99,383.28,3.14,0.83,1.04,0.96,0.98
51,2018-03-21-02,93675,5672.57,6270.62,350.05,340.72,51.97,0.74,1.03,0.97,0.96
52,2018-03-21-02,81530,1951.6,6261.83,325.34,319.07,74.84,0.69,1.02,0.98,0.94
53,2018-03-21-02,83099,1482.9,7050.79,327.47,323.1,148.97,0.79,1.01,0.99,0.98
54,2018-03-21-02,126031,3349.55,7086.55,403.81,397.38,164.89,0.86,1.02,0.98,0.99
55,2018-03-21-02,96897,541.07,7081.59,375.68,328.4,98.16,0.7,1.14,0.87,0.96
56,2018-03-21-02,120626,5226.09,7087.48,399.22,384.71,39.72,0.84,1.04,0.96,0.98
57,2018-03-21-02,98929,6147.65,7079.79,377.95,333.27,61.8,0.68,1.13,0.88,0.96
58,2018-03-21-02,85992,4288.71,7084.27,334.35,327.47,62.46,0.66,1.02,0.98,0.95
59,2018-03-21-02,79154,2413.35,7074.19,338.71,297.55,36.01,0.76,1.14,0.88,0.97
60,2018-03-21-02,120077,1945.83,7895.32,396.04,386.04,153.14,0.84,1.03,0.97,0.98
61,2018-03-21-02,118278,5695.01,7894.38,401.07,375.49,42.76,0.83,1.07,0.94,0.99
62,2018-03-21-02,85003,1013.48,7893.31,357.73,302.55,112.45,0.6,1.18,0.85,0.91
63,2018-03-21-02,116631,3824.66,7902.69,390.17,380.6,24.79,0.84,1.03,0.98,0.99
64,2018-03-21-02,92685,4744.52,7891.24,357.09,330.47,11.25,0.77,1.08,0.93,0.97
65,2018-03-21-02,70893,2883.66,7928.53,311.63,289.65,37.26,0.75,1.08,0.93,0.96
66,2018-03-21-02,121183,546.88,8709.71,403.38,382.51,132.25,0.85,1.05,0.95,0.99
67,2018-03-21-02,95686,1473.5,8718.1,367.58,331.44,118.66,0.54,1.11,0.9,0.93
68,2018-03-21-02,120376,6168.01,8714.34,401.41,381.83,55.42,0.83,1.05,0.95,0.99
69,2018-03-21-02,118814,4287.49,8711.83,395.76,382.25,31.63,0.85,1.04,0.97,0.99
70,2018-03-21-02,87821,5232.85,8705.49,340.14,328.74,58.9,0.64,1.03,0.97,0.94
71,2018-03-21-02,101728,2415.53,8715.61,366.94,352.99,14.96,0.74,1.04,0.96,0.97
72,2018-03-21-02,82309,3349.51,8706.24,326.81,320.67,75.27,0.72,1.02,0.98,0.96
1,2018-03-21-03,124344,3343.76,590.87,403.21,392.65,55.57,0.85,1.03,0.97,0.99
2,2018-03-21-03,116637,5221.07,590.25,396.85,374.22,157.09,0.78,1.06,0.94,0.98
3,2018-03-21-03,100464,561.21,604.33,388.54,329.22,61.36,0.71,1.18,0.85,0.96
4,2018-03-21-03,66516,2405.5,574.54,310.86,272.44,141.37,0.69,1.14,0.88,0.94
5,2018-03-21-03,97118,1491.39,602.88,370.26,333.96,62.29,0.74,1.11,0.9,0.97
6,2018-03-21-03,71221,4268.38,583.34,308.89,293.57,96.11,0.7,1.05,0.95,0.95
7,2018-03-21-03,69408,6156.05,586.4,311.79,283.44,31.43,0.68,1.1,0.91,0.96
8,2018-03-21-03,114311,5681.41,1406,386.7,376.38,108.02,0.81,1.03,0.97,0.98
9,2018-03-21-03,100268,2876.85,1398.42,377.46,338.22,44.76,0.67,1.12,0.9,0.95
10,2018-03-21-03,118280,3811.18,1402.22,395.01,381.25,166.31,0.83,1.04,0.97,0.99
11,2018-03-21-03,112620,1943.01,1411.08,387.01,370.51,0.71,0.8,1.04,0.96,0.98
12,2018-03-21-03,67498,4752.98,1414.9,300.45,286.04,155.71,0.69,1.05,0.95,0.94
13,2018-03-21-03,48347,1088.48,1417.71,260.45,236.35,14.62,0.71,1.1,0.91,0.95
14,2018-03-21-03,126903,6173.09,2216.3,403.89,400.06,5.9,0.85,1.01,0.99,0.99
15,2018-03-21-03,117218,4278.99,2211.3,394.41,378.41,76.51,0.82,1.04,0.96,0.99
16,2018-03-21-03,117714,2415.28,2213.59,394.32,380.1,41.29,0.83,1.04,0.96,0.99
17,2018-03-21-03,109084,563.76,2216.11,382.49,363.12,85.65,0.81,1.05,0.95,0.98
18,2018-03-21-03,74774,1484.79,2213.24,309.76,307.35,64.88,0.74,1.01,0.99,0.96
19,2018-03-21-03,59001,3371.87,2214.16,296.95,252.98,179.95,0.71,1.17,0.85,0.95
20,2018-03-21-03,56060,5250.84,2228.47,272.83,261.62,80.69,0.7,1.04,0.96,0.94
21,2018-03-21-03,110508,1022.96,3024.48,388.06,362.58,99.21,0.84,1.07,0.93,0.99
22,2018-03-21-03,122414,4760,3024.93,405.61,384.26,171.89,0.82,1.06,0.95,0.99
23,2018-03-21-03,111937,2884.82,3025.63,378.62,376.42,114.08,0.8,1.01,0.99,0.98
24,2018-03-21-03,99638,5701.09,3029.39,358.94,353.44,56.98,0.78,1.02,0.98,0.97
25,2018-03-21-03,72157,1921.37,3013.79,313.47,293.08,125.17,0.73,1.07,0.93,0.96
26,2018-03-21-03,74804,3823.94,3021.71,322.01,295.78,33.93,0.67,1.09,0.92,0.94
27,2018-03-21-03,109847,1488.61,3834.57,380.5,367.57,97.17,0.81,1.04,0.97,0.98
28,2018-03-21-03,113921,5218.76,3836.55,388.82,373.05,61.98,0.83,1.04,0.96,0.98
29,2018-03-21-03,118617,3345.52,3838.78,393.68,383.63,172.02,0.8,1.03,0.97,0.98
30,2018-03-21-03,72733,566.97,3810.57,327.7,282.59,55.62,0.71,1.16,0.86,0.95
31,2018-03-21-03,67793,2444.67,3811.77,300.81,286.95,43.08,0.69,1.05,0.95,0.95
32,2018-03-21-03,74094,4307.02,3841.92,314.11,300.34,88.22,0.73,1.05,0.96,0.95
33,2018-03-21-03,69540,6165.28,3850.47,309.15,286.41,97.32,0.66,1.08,0.93,0.95
34,2018-03-21-03,111320,1957.83,4642.03,380.13,372.86,125.75,0.81,1.02,0.98,0.98
35,2018-03-21-03,116503,3814.64,4648.17,385.76,384.53,126.06,0.81,1,1,0.98
36,2018-03-21-03,108810,5683.47,4651.01,381.48,363.17,67.81,0.81,1.05,0.95,0.98
37,2018-03-21-03,80058,1015.74,4651.1,343.62,296.64,65.87,0.64,1.16,0.86,0.94
38,2018-03-21-03,91996,2890.02,4643.63,363.74,322.02,15.34,0.56,1.13,0.89,0.91
39,2018-03-21-03,57010,4753.35,4664.05,300.55,241.52,174.95,0.77,1.24,0.8,0.97
40,2018-03-21-03,117859,2420.91,5455.98,398.05,376.99,142.98,0.79,1.06,0.95,0.98
41,2018-03-21-03,114677,556.67,5465.16,386.84,377.45,78.01,0.79,1.02,0.98,0.98
42,2018-03-21-03,121563,4294.67,5463.85,396.58,390.28,119.75,0.84,1.02,0.98,0.99
43,2018-03-21-03,113510,6156.65,5464.98,390.33,370.27,72.23,0.82,1.05,0.95,0.98
44,2018-03-21-03,67912,1479.15,5466.88,299.82,288.4,140.05,0.75,1.04,0.96,0.96
