,Label,Area,X,Y,Major,Minor,Angle,Circ.,AR,Round,Solidity
29,2018-04-16-01,74492,6163.287,3859.91,345.329,274.655,134.259,0.597,1.257,0.795,0.919
30,2018-04-16-01,28046,669.929,3804.25,204.492,174.624,34.7,0.353,1.171,0.854,0.84
31,2018-04-16-01,51851,4305.553,3845.492,264.984,249.143,72.34,0.739,1.064,0.94,0.951
32,2018-04-16-01,98625,3815.757,4646.554,370.922,338.543,135.354,0.82,1.096,0.913,0.984
33,2018-04-16-01,83926,5698.678,4655.774,337.275,316.827,23.75,0.616,1.065,0.939,0.928
34,2018-04-16-01,48466,1977.418,4629.199,279.723,220.607,50.444,0.822,1.268,0.789,0.985
35,2018-04-16-01,65994,2890.7,4673.757,308.098,272.725,72.364,0.526,1.13,0.885,0.904
36,2018-04-16-01,56716,1006.746,4661.036,283.271,254.926,61.4,0.762,1.111,0.9,0.965
37,2018-04-16-01,107383,2428.368,5447.398,389.995,350.58,141.378,0.781,1.112,0.899,0.976
38,2018-04-16-01,102166,540.199,5445.028,383.509,339.188,12.55,0.84,1.131,0.884,0.986
39,2018-04-16-01,80427,4305.968,5470.421,353.781,289.452,99.863,0.521,1.222,0.818,0.936
40,2018-04-16-01,96469,6173.624,5465.816,355.806,345.211,161.279,0.801,1.031,0.97,0.976
41,2018-04-16-01,46544,5260.564,5454.976,257.834,229.844,20.848,0.743,1.122,0.891,0.957
42,2018-04-16-01,54221,3328.863,5488.892,292.794,235.784,158.701,0.638,1.242,0.805,0.928
43,2018-04-16-01,13442,1509.255,5480.593,132.898,128.782,52.199,0.66,1.032,0.969,0.932
44,2018-04-16-01,83594,2893.014,6247.46,336.675,316.136,77.115,0.829,1.065,0.939,0.978
45,2018-04-16-01,87237,4766.434,6279.609,346.585,320.48,56.736,0.769,1.081,0.925,0.972
46,2018-04-16-01,97515,1011.77,6290.105,365.504,339.695,141.343,0.857,1.076,0.929,0.987
47,2018-04-16-01,66573,5685.354,6282.01,299.002,283.487,33.157,0.703,1.055,0.948,0.951
48,2018-04-16-01,56750,3825.13,6274.136,289.128,249.911,139.774,0.714,1.157,0.864,0.948
49,2018-04-16-01,10166,1957.398,6250.142,136.9,94.549,20.885,0.56,1.448,0.691,0.914
50,2018-04-16-01,105970,3345.899,7074.882,384.003,351.365,34.405,0.758,1.093,0.915,0.963
51,2018-04-16-01,88100,5217.927,7082.808,353.729,317.114,158.953,0.707,1.115,0.896,0.961
52,2018-04-16-01,64639,6105.56,7085.889,314.493,261.694,40.554,0.594,1.202,0.832,0.925
53,2018-04-16-01,65275,542.104,7088.219,291.839,284.783,69.433,0.748,1.025,0.976,0.955
54,2018-04-16-01,60986,2412.109,7082.166,287.895,269.716,43.041,0.742,1.067,0.937,0.958
55,2018-04-16-01,26963,4303.623,7072.234,194.818,176.218,132.713,0.699,1.106,0.905,0.944
56,2018-04-16-01,31033,1464.88,7083.737,211.43,186.882,13.861,0.879,1.131,0.884,0.988
57,2018-04-16-01,102709,1952.128,7880.548,383.491,341.007,176.864,0.806,1.125,0.889,0.977
58,2018-04-16-01,99637,5697.535,7896.279,364.512,348.032,0.769,0.813,1.047,0.955,0.983
59,2018-04-16-01,57900,3823.856,7884.568,276.099,267.008,22.659,0.824,1.034,0.967,0.979
60,2018-04-16-01,57151,4727.367,7900.354,285.121,255.214,4.85,0.724,1.117,0.895,0.956
61,2018-04-16-01,30404,1127.431,7910.861,219.782,176.136,142.725,0.459,1.248,0.801,0.889
62,2018-04-16-01,21431,2876.872,7951.718,183.481,148.717,60.075,0.409,1.234,0.811,0.886
63,2018-04-16-01,98039,6181.611,8701.197,380.26,328.268,27.722,0.556,1.158,0.863,0.93
64,2018-04-16-01,92576,562.61,8699.076,361.187,326.344,167.512,0.758,1.107,0.904,0.975
65,2018-04-16-01,81468,4289.571,8729.293,326.293,317.899,13.135,0.829,1.026,0.974,0.981
66,2018-04-16-01,65602,2400.27,8720.722,298.103,280.195,17.548,0.855,1.064,0.94,0.987
67,2018-04-16-01,51280,5210.567,8738.771,278.608,234.35,99.749,0.731,1.189,0.841,0.96
68,2018-04-16-01,39306,1493.957,8787.234,232.481,215.269,49.947,0.478,1.08,0.926,0.956
69,2018-04-16-01,17336,3268.2,8769.093,167.37,131.881,95.391,0.756,1.269,0.788,0.956
1,2018-04-16-02,107917,5229.617,592.418,373.824,367.563,13.28,0.81,1.017,0.983,0.976
2,2018-04-16-02,99871,3335.728,596.545,374.426,339.612,40.747,0.796,1.103,0.907,0.97
3,2018-04-16-02,53980,4284.722,575.543,265.895,258.484,149.5,0.699,1.029,0.972,0.958
4,2018-04-16-02,61524,538.54,620.934,320.689,244.27,93.124,0.695,1.313,0.762,0.95
5,2018-04-16-02,43857,1467.924,587.805,252.05,221.545,68.934,0.835,1.138,0.879,0.983
6,2018-04-16-02,32292,2441.614,583.884,219.232,187.543,61.919,0.806,1.169,0.855,0.97
7,2018-04-16-02,34468,6151.084,600.133,222.049,197.641,62.466,0.717,1.123,0.89,0.958
8,2018-04-16-02,123357,3813.95,1401.964,403.251,389.492,1.874,0.879,1.035,0.966,0.993
9,2018-04-16-02,118461,5682.905,1407.858,395.618,381.25,161.093,0.81,1.038,0.964,0.982
10,2018-04-16-02,110033,1935.609,1416.312,395.218,354.483,154.791,0.855,1.115,0.897,0.988
11,2018-04-16-02,67058,2856.216,1409.819,311.46,274.131,161.344,0.711,1.136,0.88,0.964
12,2018-04-16-02,33913,4733.729,1419.854,212.01,203.667,115.633,0.798,1.041,0.961,0.97
13,2018-04-16-02,33832,1122.519,1425.813,237.695,181.225,11.458,0.455,1.312,0.762,0.892
14,2018-04-16-02,94116,563.023,2215.368,371.695,322.394,146.325,0.72,1.153,0.867,0.963
15,2018-04-16-02,57749,1472.223,2208.416,279.5,263.071,77.509,0.725,1.062,0.941,0.959
16,2018-04-16-02,73349,2412.201,2223.715,360.576,259.004,27.957,0.795,1.392,0.718,0.981
17,2018-04-16-02,18503,4268.29,2150.383,185.359,127.098,39.896,0.67,1.458,0.686,0.918
18,2018-04-16-02,76988,6148.851,2238.545,318.058,308.195,162.84,0.83,1.032,0.969,0.983
19,2018-04-16-02,38252,5237.732,2225.109,244.288,199.371,92.998,0.679,1.225,0.816,0.937
20,2018-04-16-02,29620,3359.556,2217.474,211.49,178.323,2.061,0.733,1.186,0.843,0.949
21,2018-04-16-02,107814,2868.382,3013.019,379.588,361.637,49.898,0.748,1.05,0.953,0.963
22,2018-04-16-02,111787,4753.791,3019.117,391.235,363.801,172.911,0.72,1.075,0.93,0.964
23,2018-04-16-02,90588,1020.657,3030.559,359.503,320.833,0.865,0.737,1.121,0.892,0.963
24,2018-04-16-02,88756,5705.805,3036.009,353.15,319.999,5.577,0.767,1.104,0.906,0.972
25,2018-04-16-02,63639,3815.773,3026.447,299.624,270.432,27.903,0.635,1.108,0.903,0.926
26,2018-04-16-02,95688,1484.499,3828.737,372.152,327.376,41.747,0.787,1.137,0.88,0.972
27,2018-04-16-02,106586,3336.156,3839.88,379.718,357.395,5.87,0.808,1.062,0.941,0.973
28,2018-04-16-02,80649,5229.73,3843.858,328.846,312.26,166.213,0.81,1.053,0.95,0.976
29,2018-04-16-02,27467,669.767,3804.183,208.33,167.868,41.459,0.296,1.241,0.806,0.811
30,2018-04-16-02,74893,6164.529,3859.279,344.8,276.557,135.134,0.588,1.247,0.802,0.912
31,2018-04-16-02,51663,4305.424,3845.012,264.205,248.971,72.253,0.741,1.061,0.942,0.948
32,2018-04-16-02,98158,3815.527,4646.742,371.001,336.869,136.585,0.818,1.101,0.908,0.983
33,2018-04-16-02,83720,5699.405,4655.032,337.462,315.874,25.262,0.605,1.068,0.936,0.926
34,2018-04-16-02,48426,1977.126,4628.723,279.842,220.331,50.391,0.824,1.27,0.787,0.985
35,2018-04-16-02,66423,2890.07,4672.81,309.054,273.649,71.636,0.551,1.129,0.885,0.907
36,2018-04-16-02,56754,1006.696,4660.128,284.307,254.167,61.328,0.767,1.119,0.894,0.965
37,2018-04-16-02,107501,2427.981,5446.992,390.27,350.718,141.838,0.779,1.113,0.899,0.976
38,2018-04-16-02,103805,540.545,5445.205,385.256,343.067,11.296,0.835,1.123,0.89,0.985
39,2018-04-16-02,80262,4305.974,5469.931,353.668,288.951,100.425,0.511,1.224,0.817,0.931
40,2018-04-16-02,96329,6173.609,5465.296,355.605,344.905,159.928,0.791,1.031,0.97,0.974
41,2018-04-16-02,46112,5260.836,5454.19,256.595,228.811,22.563,0.728,1.121,0.892,0.954
42,2018-04-16-02,53671,3328.079,5487.505,290.654,235.111,158.718,0.664,1.236,0.809,0.933
43,2018-04-16-02,12786,1507.569,5478.09,130.918,124.35,104.677,0.694,1.053,0.95,0.929
44,2018-04-16-02,83434,2892.968,6247.137,336.479,315.715,76.25,0.824,1.066,0.938,0.977
45,2018-04-16-02,86774,4766.53,6279.704,345.823,319.482,56.013,0.754,1.082,0.924,0.972
46,2018-04-16-02,97550,1011.629,6289.582,365.655,339.677,141.952,0.854,1.076,0.929,0.987
47,2018-04-16-02,66257,5685.563,6281.546,298.107,282.989,35.515,0.7,1.053,0.949,0.951
48,2018-04-16-02,56153,3824.107,6272.472,285.365,250.543,139.502,0.686,1.139,0.878,0.949
49,2018-04-16-02,105213,3344.902,7075.58,381.036,351.572,30.1,0.7,1.084,0.923,0.954
50,2018-04-16-02,87244,5218.022,7083.129,352.53,315.101,159.104,0.7,1.119,0.894,0.96
51,2018-04-16-02,66070,6105.31,7086.489,318.824,263.854,44.011,0.653,1.208,0.828,0.933
52,2018-04-16-02,65029,541.444,7087.499,291.199,284.333,69.684,0.755,1.024,0.976,0.958
53,2018-04-16-02,60635,2412.239,7082.323,288.222,267.859,42.359,0.771,1.076,0.929,0.964
54,2018-04-16-02,26434,4303.13,7071.08,197.502,170.413,121.106,0.723,1.159,0.863,0.953
55,2018-04-16-02,30792,1464.205,7083.92,210.617,186.146,13.692,0.874,1.131,0.884,0.986
56,2018-04-16-02,102450,1952.323,7879.614,383.9,339.785,176.555,0.794,1.13,0.885,0.976
57,2018-04-16-02,99597,5697.465,7895.709,364.355,348.042,1.352,0.815,1.047,0.955,0.984
58,2018-04-16-02,57514,3823.312,7884.439,274.385,266.885,25.302,0.821,1.028,0.973,0.979
59,2018-04-16-02,57143,4727.337,7899.937,285.263,255.052,5.232,0.723,1.118,0.894,0.954
60,2018-04-16-02,30697,1128.366,7911.313,218.747,178.675,143.912,0.52,1.224,0.817,0.895
61,2018-04-16-02,20693,2875.43,7951.861,179.158,147.061,59.738,0.414,1.218,0.821,0.895
62,2018-04-16-02,101563,6177.704,8705.134,394.665,327.655,32.418,0.566,1.205,0.83,0.929
63,2018-04-16-02,91936,562.086,8698.651,359.792,325.345,167.486,0.772,1.106,0.904,0.976
64,2018-04-16-02,80864,4289.529,8728.749,325.068,316.732,13.98,0.831,1.026,0.974,0.98
65,2018-04-16-02,65362,2400.152,8719.917,297.34,279.887,17.762,0.855,1.062,0.941,0.987
66,2018-04-16-02,51187,5210.239,8738.7,277.214,235.101,100.298,0.739,1.179,0.848,0.959
67,2018-04-16-02,38736,1494.667,8788.974,230.593,213.884,47.585,0.484,1.078,0.928,0.953
68,2018-04-16-02,17262,3268.044,8768.826,167.358,131.327,95.551,0.771,1.274,0.785,0.959
1,2018-04-16-03,108036,5229.638,592.966,374.081,367.716,15.179,0.808,1.017,0.983,0.975
2,2018-04-16-03,99326,3335.619,597.086,373.539,338.561,41.129,0.8,1.103,0.906,0.971
3,2018-04-16-03,54095,4284.679,575.707,267.242,257.729,147.471,0.728,1.037,0.964,0.961
4,2018-04-16-03,61351,540.208,621.516,320.863,243.451,94.014,0.692,1.318,0.759,0.945
5,2018-04-16-03,43337,1468.359,588.022,251.03,219.808,69.325,0.838,1.142,0.876,0.984
6,2018-04-16-03,31682,2443.281,584.699,217.238,185.69,61.496,0.793,1.17,0.855,0.965
7,2018-04-16-03,34355,6150.982,600.48,219.589,199.2,61.653,0.718,1.102,0.907,0.955
8,2018-04-16-03,123358,3814.246,1402.488,403.238,389.508,1.781,0.881,1.035,0.966,0.993
9,2018-04-16-03,118275,5683.664,1408.545,397.292,379.047,164.464,0.76,1.048,0.954,0.98
10,2018-04-16-03,109942,1936.48,1416.852,394.809,354.557,154.767,0.856,1.114,0.898,0.987
11,2018-04-16-03,67450,2855.252,1411.159,310.974,276.164,161.41,0.698,1.126,0.888,0.956
12,2018-04-16-03,33595,4734.201,1420.366,210.36,203.34,103.303,0.791,1.035,0.967,0.966
13,2018-04-16-03,33945,1122.051,1426.817,234.886,184.005,11.31,0.425,1.277,0.783,0.895
14,2018-04-16-03,94103,563.843,2216.196,371.393,322.611,145.225,0.715,1.151,0.869,0.961
15,2018-04-16-03,18039,4266.187,2148.725,181.836,126.312,40.75,0.672,1.44,0.695,0.906
16,2018-04-16-03,57564,1472.876,2209.192,278.996,262.702,78.3,0.728,1.062,0.942,0.959
17,2018-04-16-03,73324,2412.693,2224.304,360.578,258.915,27.94,0.797,1.393,0.718,0.981
18,2018-04-16-03,38287,5237.658,2226.019,244.679,199.235,93.454,0.689,1.228,0.814,0.937
19,2018-04-16-03,76310,6148.234,2240.237,316.831,306.665,163.658,0.823,1.033,0.968,0.983
20,2018-04-16-03,29905,3360.46,2217.6,213.574,178.282,178.973,0.734,1.198,0.835,0.946
21,2018-04-16-03,107809,2869.038,3013.524,379.361,361.837,48.99,0.726,1.048,0.954,0.964
22,2018-04-16-03,111851,4753.988,3019.599,391.1,364.135,172.717,0.723,1.074,0.931,0.964
23,2018-04-16-03,90734,1021.416,3031.037,359.919,320.978,1.164,0.737,1.121,0.892,0.963
24,2018-04-16-03,88599,5705.952,3036.657,353.313,319.286,5.949,0.771,1.107,0.904,0.972
25,2018-04-16-03,63633,3815.655,3026.926,298.347,271.563,26.552,0.606,1.099,0.91,0.919
26,2018-04-16-03,95360,1485.546,3829.131,371.073,327.202,42.219,0.79,1.134,0.882,0.972
27,2018-04-16-03,106519,3336.363,3840.744,379.635,357.249,5.325,0.803,1.063,0.941,0.974
28,2018-04-16-03,79480,5229.112,3844.169,326.77,309.689,167.073,0.825,1.055,0.948,0.978
29,2018-04-16-03,74784,6164.015,3859.639,344.527,276.373,135.536,0.589,1.247,0.802,0.911
30,2018-04-16-03,51477,4305.318,3845.506,264.327,247.96,73.31,0.73,1.066,0.938,0.947
31,2018-04-16-03,25501,664.415,3811.893,190.358,170.567,40.746,0.459,1.116,0.896,0.834
32,2018-04-16-03,97864,3815.874,4647.087,371.2,335.68,135.527,0.812,1.106,0.904,0.982
33,2018-04-16-03,83118,5699.332,4656.067,335.755,315.197,24.299,0.621,1.065,0.939,0.927
34,2018-04-16-03,48385,1977.709,4629.361,279.594,220.34,50.828,0.822,1.269,0.788,0.985
35,2018-04-16-03,65670,2889.966,4673.567,309.728,269.958,71.88,0.526,1.147,0.872,0.904
36,2018-04-16-03,56338,1007.384,4660.427,283.448,253.069,62.202,0.77,1.12,0.893,0.966
37,2018-04-16-03,107046,2428.706,5447.115,389.763,349.688,142.348,0.77,1.115,0.897,0.973
38,2018-04-16-03,105743,541.709,5446.694,388.654,346.417,9.975,0.833,1.122,0.891,0.984
39,2018-04-16-03,80276,4305.954,5470.995,353.939,288.781,99.752,0.502,1.226,0.816,0.928
40,2018-04-16-03,96086,6172.925,5465.885,355.486,344.15,160.59,0.791,1.033,0.968,0.973
41,2018-04-16-03,45669,5259.925,5454.107,256.006,227.134,23.398,0.733,1.127,0.887,0.952
42,2018-04-16-03,53437,3327.906,5489.049,290.636,234.101,161.389,0.639,1.241,0.805,0.923
43,2018-04-16-03,12497,1510.821,5478.037,133.421,119.259,114.305,0.697,1.119,0.894,0.939
44,2018-04-16-03,83375,2893.503,6247.765,336.319,315.642,75.681,0.823,1.066,0.939,0.978
45,2018-04-16-03,86101,4766.432,6281.256,343.973,318.708,54.822,0.753,1.079,0.927,0.971
46,2018-04-16-03,97625,1012.999,6290.18,365.994,339.623,143.337,0.861,1.078,0.928,0.987
47,2018-04-16-03,66053,5685.189,6282.372,298.029,282.192,35.272,0.708,1.056,0.947,0.951
48,2018-04-16-03,56665,3824.934,6273.718,287.499,250.951,138.634,0.681,1.146,0.873,0.947
49,2018-04-16-03,104738,3344.375,7076.201,377.714,353.062,31.785,0.733,1.07,0.935,0.954
50,2018-04-16-03,88427,5217.744,7088.146,349.68,321.976,154.471,0.673,1.086,0.921,0.946
51,2018-04-16-03,67287,6105.012,7089.599,322.685,265.499,50.968,0.597,1.215,0.823,0.925
52,2018-04-16-03,64994,542.699,7087.825,290.685,284.683,68.897,0.752,1.021,0.979,0.959
53,2018-04-16-03,60821,2412.251,7082.186,286.796,270.017,42.836,0.739,1.062,0.941,0.958
54,2018-04-16-03,28495,4309.89,7067.45,191.489,189.468,111.864,0.712,1.011,0.989,0.949
55,2018-04-16-03,30682,1464.732,7084.823,210.477,185.605,12.922,0.878,1.134,0.882,0.987
56,2018-04-16-03,101854,1953.199,7880.066,382.628,338.931,176.813,0.8,1.129,0.886,0.975
57,2018-04-16-03,99456,5697.006,7896.478,364.192,347.704,1.32,0.812,1.047,0.955,0.983
58,2018-04-16-03,57399,3823.216,7885.218,273.181,267.525,29.959,0.827,1.021,0.979,0.98
59,2018-04-16-03,57114,4727.383,7900.163,285.165,255.01,4.808,0.72,1.118,0.894,0.953
60,2018-04-16-03,30131,1127.693,7911.831,218.318,175.725,144.67,0.518,1.242,0.805,0.892
61,2018-04-16-03,19762,2876.27,7953.312,172.514,145.854,62.064,0.404,1.183,0.845,0.877
62,2018-04-16-03,100975,6176.692,8704.229,395.244,325.281,30.326,0.626,1.215,0.823,0.946
63,2018-04-16-03,91396,562.576,8699.232,359.097,324.06,168.285,0.763,1.108,0.902,0.977
64,2018-04-16-03,80400,4289.695,8729.783,323.929,316.021,15.205,0.829,1.025,0.976,0.981
65,2018-04-16-03,65195,2400.436,8720.226,297.212,279.292,17.529,0.852,1.064,0.94,0.986
66,2018-04-16-03,50645,5210.189,8739.828,276.907,232.87,100.589,0.736,1.189,0.841,0.961
67,2018-04-16-03,17209,3268.177,8769.664,167.129,131.104,96.07,0.742,1.275,0.784,0.957
68,2018-04-16-03,37972,1494.679,8791.409,228.066,211.989,48.527,0.514,1.076,0.93,0.955
1,2018-04-17-01,108101,5229.85,592.588,374.517,367.51,19.711,0.809,1.019,0.981,0.975
2,2018-04-17-01,99071,3335.158,596.877,373.086,338.102,41.033,0.804,1.103,0.906,0.972
3,2018-04-17-01,53739,4284.925,575.496,266.214,257.021,149.741,0.719,1.036,0.965,0.959
4,2018-04-17-01,61180,539.17,621.321,320.194,243.28,92.155,0.681,1.316,0.76,0.945
5,2018-04-17-01,42885,1467.393,587.766,249.828,218.562,69.381,0.846,1.143,0.875,0.985
6,2018-04-17-01,30958,2441.687,582.427,215.348,183.038,64.193,0.773,1.177,0.85,0.966
7,2018-04-17-01,34410,6151.494,600.493,220.589,198.615,64.929,0.726,1.111,0.9,0.963
8,2018-04-17-01,123238,3814.017,1402.046,403.168,389.196,2.334,0.871,1.036,0.965,0.993
9,2018-04-17-01,117658,5683.662,1408.465,398.08,376.323,163.348,0.732,1.058,0.945,0.979
10,2018-04-17-01,109908,1936.187,1416.445,394.651,354.59,154.769,0.847,1.113,0.898,0.987
11,2018-04-17-01,66081,2854.925,1410.263,311.288,270.287,159.339,0.706,1.152,0.868,0.964
12,2018-04-17-01,33245,4734.676,1420.176,209.363,202.179,106.544,0.789,1.036,0.966,0.966
13,2018-04-17-01,34063,1122.389,1425.689,236.256,183.573,10.849,0.437,1.287,0.777,0.891
14,2018-04-17-01,93878,563.076,2215.324,371.456,321.786,146.106,0.704,1.154,0.866,0.961
15,2018-04-17-01,17272,4265.88,2145.745,179.738,122.353,38.201,0.631,1.469,0.681,0.912
16,2018-04-17-01,57369,1472.267,2209.084,278.184,262.576,80.201,0.722,1.059,0.944,0.959
17,2018-04-17-01,73341,2412.356,2224.139,360.624,258.942,27.924,0.799,1.393,0.718,0.981
18,2018-04-17-01,38543,5238.304,2225.814,245.784,199.665,93.389,0.67,1.231,0.812,0.935
19,2018-04-17-01,75190,6148.999,2240.913,313.48,305.394,165.574,0.826,1.026,0.974,0.984
20,2018-04-17-01,29700,3360.389,2216.621,214.77,176.073,179.163,0.727,1.22,0.82,0.945
21,2018-04-17-01,107633,2869.011,3013.271,380.046,360.594,48.714,0.742,1.054,0.949,0.964
22,2018-04-17-01,111889,4754.008,3018.62,391.63,363.765,175.16,0.725,1.077,0.929,0.964
23,2018-04-17-01,90823,1020.541,3030.58,360.613,320.675,1.497,0.738,1.125,0.889,0.965
24,2018-04-17-01,88272,5705.978,3036.47,353.114,318.286,5.237,0.766,1.109,0.901,0.971
25,2018-04-17-01,63434,3816.27,3027.278,298.272,270.782,28.413,0.611,1.102,0.908,0.925
26,2018-04-17-01,95028,1485.533,3828.745,370.225,326.811,42.191,0.8,1.133,0.883,0.973
27,2018-04-17-01,106380,3336.016,3840.325,379.512,356.898,5.16,0.797,1.063,0.94,0.973
28,2018-04-17-01,78438,5228.806,3843.759,324.416,307.847,167.458,0.816,1.054,0.949,0.977
29,2018-04-17-01,72090,6159.977,3860.373,344.452,266.475,131.049,0.593,1.293,0.774,0.898
30,2018-04-17-01,27071,670.907,3806.085,206.12,167.222,34.417,0.322,1.233,0.811,0.833
31,2018-04-17-01,51513,4304.993,3845.34,264.097,248.35,73.859,0.735,1.063,0.94,0.947
32,2018-04-17-01,97565,3815.561,4646.951,371.436,334.441,136.818,0.802,1.111,0.9,0.98
33,2018-04-17-01,82665,5699.779,4655.922,335.052,314.138,24.111,0.623,1.067,0.938,0.929
34,2018-04-17-01,48452,1977.409,4628.944,280.146,220.21,50.784,0.819,1.272,0.786,0.984
35,2018-04-17-01,66170,2889.971,4673.353,309.125,272.544,71.121,0.547,1.134,0.882,0.908
36,2018-04-17-01,56270,1006.802,4660.067,282.823,253.321,62.022,0.758,1.116,0.896,0.965
37,2018-04-17-01,107090,2428.239,5446.629,390.119,349.512,142.683,0.786,1.116,0.896,0.975
38,2018-04-17-01,107459,541.668,5447.486,390.726,350.171,8.93,0.82,1.116,0.896,0.984
39,2018-04-17-01,83541,4308.638,5464.485,360.386,295.149,91.71,0.739,1.221,0.819,0.968
40,2018-04-17-01,95855,6172.743,5465.515,355.468,343.34,160.208,0.781,1.035,0.966,0.97
41,2018-04-17-01,45271,5260.401,5453.199,254.548,226.444,26.13,0.749,1.124,0.89,0.956
42,2018-04-17-01,54011,3329.448,5487.675,293.991,233.915,159.881,0.633,1.257,0.796,0.925
43,2018-04-17-01,11489,1508.104,5475.459,127.792,114.469,125.168,0.678,1.116,0.896,0.915
44,2018-04-17-01,83192,2893.331,6247.355,336.091,315.162,76.06,0.826,1.066,0.938,0.977
45,2018-04-17-01,85334,4766.461,6281.536,342.041,317.654,53.047,0.756,1.077,0.929,0.971
46,2018-04-17-01,97519,1012.845,6289.84,366.026,339.225,145.022,0.854,1.079,0.927,0.986
47,2018-04-17-01,65740,5685.641,6282.235,296.782,282.035,34.48,0.712,1.052,0.95,0.951
48,2018-04-17-01,56628,3824.684,6273.444,288.011,250.341,139,0.69,1.15,0.869,0.95
49,2018-04-17-01,103958,3344.09,7076.519,375.709,352.303,28.914,0.701,1.066,0.938,0.948
50,2018-04-17-01,74417,6108.801,7075.063,358.191,264.526,62.451,0.671,1.354,0.739,0.953
51,2018-04-17-01,87308,5217.46,7088.094,345.743,321.522,159.146,0.697,1.075,0.93,0.952
52,2018-04-17-01,64903,542.174,7087.753,290.862,284.111,68.6,0.754,1.024,0.977,0.959
53,2018-04-17-01,60809,2411.979,7081.85,286.769,269.989,42.661,0.75,1.062,0.941,0.957
54,2018-04-17-01,27278,4308.713,7067.863,193.287,179.689,113.428,0.732,1.076,0.93,0.956
55,2018-04-17-01,30473,1463.776,7084.254,209.378,185.308,13.979,0.877,1.13,0.885,0.987
56,2018-04-17-01,101498,1953.336,7879.72,382.07,338.239,176.048,0.794,1.13,0.885,0.975
57,2018-04-17-01,99346,5697.068,7895.991,364.632,346.901,0.157,0.818,1.051,0.951,0.984
58,2018-04-17-01,57249,3822.578,7885.171,272.629,267.366,34.928,0.823,1.02,0.981,0.98
59,2018-04-17-01,57540,4726.343,7900.065,287.783,254.574,5.064,0.716,1.13,0.885,0.952
60,2018-04-17-01,28736,1128.216,7910.539,215.761,169.576,143.789,0.459,1.272,0.786,0.872
61,2018-04-17-01,19415,2875.683,7952.617,170.448,145.029,62.707,0.34,1.175,0.851,0.879
62,2018-04-17-01,99534,6180.923,8703.136,382.263,331.527,31.376,0.512,1.153,0.867,0.922
63,2018-04-17-01,90837,562.21,8699.156,358.321,322.776,167.785,0.767,1.11,0.901,0.977
64,2018-04-17-01,79798,4289.615,8729.637,323.3,314.265,12.515,0.827,1.029,0.972,0.981
65,2018-04-17-01,64921,2400.214,8719.697,296.99,278.325,18.354,0.854,1.067,0.937,0.988
66,2018-04-17-01,50432,5209.703,8739.701,276.837,231.948,100.73,0.74,1.194,0.838,0.961
67,2018-04-17-01,17166,3267.712,8768.949,167.015,130.865,96.053,0.751,1.276,0.784,0.955
68,2018-04-17-01,37363,1494.369,8792.988,225.532,210.932,46.516,0.504,1.069,0.935,0.949
1,2018-04-17-02,108336,5229.815,592.59,375.251,367.588,19.332,0.815,1.021,0.98,0.976
2,2018-04-17-02,98883,3334.868,597.115,372.135,338.323,40.916,0.802,1.1,0.909,0.97
3,2018-04-17-02,53638,4285.081,575.48,266.054,256.693,148.356,0.731,1.036,0.965,0.96
4,2018-04-17-02,60969,538.611,621.892,320.248,242.4,91.758,0.673,1.321,0.757,0.94
5,2018-04-17-02,42373,1466.76,587.541,248.275,217.303,68.77,0.843,1.143,0.875,0.984
6,2018-04-17-02,30543,2441.756,582.32,212.418,183.076,64.564,0.808,1.16,0.862,0.971
7,2018-04-17-02,34149,6151.962,600.156,220.052,197.589,60.806,0.711,1.114,0.898,0.958
8,2018-04-17-02,123174,3813.876,1402.207,403.39,388.78,2.386,0.878,1.038,0.964,0.993
9,2018-04-17-02,116810,5683.432,1408.791,398.022,373.665,162.373,0.758,1.065,0.939,0.979
10,2018-04-17-02,109903,1935.939,1416.363,394.487,354.721,154.411,0.852,1.112,0.899,0.988
11,2018-04-17-02,66586,2852.926,1410.412,310.631,272.928,159.823,0.691,1.138,0.879,0.958
12,2018-04-17-02,32421,4735.34,1419.79,207.126,199.298,109.504,0.787,1.039,0.962,0.965
13,2018-04-17-02,34227,1121.976,1426.446,236.945,183.921,11.43,0.431,1.288,0.776,0.889
14,2018-04-17-02,93968,562.548,2215.727,371.422,322.124,144.762,0.71,1.153,0.867,0.962
15,2018-04-17-02,16753,4263.32,2142.553,176.127,121.109,37.8,0.652,1.454,0.688,0.908
16,2018-04-17-02,57268,1471.691,2209.217,278.145,262.15,80.792,0.732,1.061,0.942,0.96
17,2018-04-17-02,73267,2412.257,2224.087,360.134,259.032,27.971,0.797,1.39,0.719,0.98
18,2018-04-17-02,38433,5238.325,2225.759,245.348,199.449,93.549,0.684,1.23,0.813,0.942
19,2018-04-17-02,74114,6150.1,2241.465,312.333,302.129,165.603,0.818,1.034,0.967,0.984
20,2018-04-17-02,29886,3360.623,2216.921,214.607,177.31,177.363,0.751,1.21,0.826,0.951
21,2018-04-17-02,107751,2868.564,3012.798,379.177,361.817,44.789,0.735,1.048,0.954,0.965
22,2018-04-17-02,112268,4754.177,3019.006,391.816,364.825,174.324,0.721,1.074,0.931,0.965
23,2018-04-17-02,90830,1020.018,3030.715,360.662,320.656,2.165,0.735,1.125,0.889,0.964
24,2018-04-17-02,87909,5706.316,3036.495,352.219,317.783,6.234,0.761,1.108,0.902,0.97
